NAME,PCODE,Date,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,투구,barrel,타율,LG,KIA,KT,키움,두산,한화,NC,롯데,삼성,SSG,홈경기수,원정경기수,장타,출루,OPS
서건창,78168,2018-09-08,16,66,17,21,5,0,0,26,8,1,0,6,2,0,10,0,0,1,278,8.0,0.3181818181818182,2.0,0.0,2.0,0.0,4.0,0.0,3.0,4.0,1.0,2.0,11.0,7.0,0.4411764705882353,0.35135135135135137,0.7925278219395866
서건창,78168,2018-10-02,8,34,4,10,5,0,0,15,4,1,0,3,0,0,4,1,0,0,145,3.0,0.29411764705882354,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,5.0,0.5,0.4545454545454545,0.9545454545454546
서건창,78168,2019-03-23,19,71,11,18,4,1,0,24,4,2,2,16,0,0,7,1,1,1,318,7.0,0.2535211267605634,0.0,2.0,5.0,0.0,3.0,3.0,3.0,2.0,0.0,3.0,9.0,10.0,0.3580246913580247,0.33707865168539325,0.6951033430434179
서건창,78168,2019-04-16,21,81,12,23,6,0,0,29,8,5,0,5,2,0,7,1,0,1,311,7.0,0.2839506172839506,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,3.0,12.0,9.0,0.4375,0.42028985507246375,0.8577898550724637
서건창,78168,2019-05-10,17,64,15,24,2,1,0,28,7,1,1,5,0,0,9,0,1,0,248,4.0,0.375,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,8.0,9.0,0.3508771929824561,0.3384615384615385,0.6893387314439946
서건창,78168,2019-07-21,8,32,7,10,1,0,1,14,4,0,0,4,0,0,5,0,0,2,143,1.0,0.3125,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,0.472972972972973,0.4390243902439024,0.9119973632168754
서건창,78168,2019-08-14,18,74,10,28,4,0,1,35,12,3,0,7,1,0,4,1,0,0,311,5.0,0.3783783783783784,1.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,3.0,0.0,10.0,9.0,0.2826086956521739,0.29411764705882354,0.5767263427109974
서건창,78168,2019-09-07,11,46,5,10,3,0,0,13,1,2,0,5,0,1,8,2,1,0,207,4.0,0.21739130434782608,2.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,9.0,0.3414634146341464,0.3555555555555556,0.6970189701897019
서건창,78168,2019-10-01,9,41,7,12,2,0,0,14,3,2,0,4,0,0,7,0,0,0,195,0.0,0.2926829268292683,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,7.0,0.3333333333333333,0.3,0.6333333333333333
서건창,78168,2020-05-05,20,82,13,26,3,1,3,40,15,4,2,8,2,0,5,2,0,2,337,17.0,0.3170731707317073,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,9.0,12.0,0.3559322033898305,0.3835616438356164,0.7394938472254469
서건창,78168,2020-05-29,15,59,10,14,2,1,1,21,6,5,0,14,0,0,12,2,0,0,294,7.0,0.23728813559322035,2.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,10.0,9.0,0.4935064935064935,0.4408602150537633,0.9343667085602568
서건창,78168,2020-06-22,20,77,19,26,3,3,1,38,5,6,1,14,1,0,10,0,0,1,363,8.0,0.3376623376623377,3.0,6.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,11.0,9.0,0.27450980392156865,0.3484848484848485,0.6229946524064172
서건창,78168,2020-07-16,14,51,5,10,4,0,0,14,4,1,2,13,0,0,7,1,2,2,273,5.0,0.19607843137254904,1.0,0.0,2.0,0.0,3.0,0.0,1.0,3.0,3.0,3.0,7.0,9.0,0.2898550724637681,0.3647058823529412,0.6545609548167093
서건창,78168,2020-08-09,18,69,11,17,3,0,0,20,4,4,2,14,0,0,4,2,1,2,363,6.0,0.2463768115942029,3.0,2.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,10.0,8.0,0.4714285714285714,0.4534883720930232,0.9249169435215948
서건창,78168,2020-09-02,18,70,15,25,8,0,0,33,7,3,2,13,1,0,8,1,0,2,345,5.0,0.35714285714285715,1.0,2.0,4.0,0.0,2.0,4.0,0.0,2.0,2.0,4.0,10.0,9.0,0.2638888888888889,0.3409090909090909,0.6047979797979798
서건창,78168,2020-09-26,20,72,5,15,4,0,0,19,10,1,1,14,1,1,12,0,2,1,365,5.0,0.20833333333333331,0.0,3.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,3.0,9.0,12.0,0.4,0.2727272727272727,0.6727272727272727
서건창,78168,2021-04-18,19,66,12,21,3,0,1,27,10,1,3,16,2,0,10,2,0,2,347,7.0,0.3181818181818182,0.0,0.0,2.0,0.0,4.0,3.0,3.0,0.0,0.0,6.0,8.0,11.0,0.25806451612903225,0.34210526315789475,0.6001697792869269
서건창,78168,2021-05-12,17,62,10,13,3,0,0,16,4,2,1,12,1,1,8,1,1,1,291,3.0,0.20967741935483872,3.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,0.0,10.0,8.0,0.41025641025641024,0.3516483516483517,0.7619047619047619
서건창,78168,2021-06-05,18,78,12,19,2,1,3,32,7,0,0,11,2,0,11,2,0,0,380,10.0,0.2435897435897436,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,2.0,3.0,8.0,12.0,0.2333333333333333,0.2727272727272727,0.5060606060606061
서건창,78168,2021-06-29,7,30,5,6,1,0,0,7,2,3,0,3,0,1,6,0,0,0,133,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,2.0,0.2380952380952381,0.3043478260869565,0.5424430641821947
손시헌,73213,2018-05-11,14,37,4,6,2,0,0,8,1,1,0,3,2,0,7,0,0,0,150,3.0,0.16216216216216214,2.0,3.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,8.0,9.0,0.27586206896551724,0.3428571428571429,0.6187192118226601
손시헌,73213,2019-04-16,10,39,9,18,3,0,2,27,7,1,0,3,2,0,6,1,1,0,174,1.0,0.4615384615384616,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,5.0,10.0,0.2333333333333333,0.24242424242424246,0.4757575757575758
손시헌,73213,2019-05-10,9,30,4,5,0,1,0,7,0,0,0,1,2,0,4,1,2,0,116,1.0,0.16666666666666666,2.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,4.0,9.0,5.0,0.17391304347826084,0.20833333333333331,0.38224637681159424
손아섭,77532,2018-03-24,17,66,14,23,4,0,2,33,11,1,1,11,1,0,12,2,1,0,299,7.0,0.3484848484848485,3.0,1.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,2.0,9.0,8.0,0.4418604651162791,0.35869565217391297,0.8005561172901919
손아섭,77532,2018-04-17,20,86,13,27,5,0,2,38,9,3,0,6,0,0,11,2,0,0,342,8.0,0.313953488372093,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,12.0,8.0,0.676056338028169,0.4125,1.088556338028169
손아섭,77532,2018-05-11,19,71,19,24,4,1,6,48,13,1,0,9,0,0,10,1,0,0,331,14.0,0.3380281690140845,3.0,0.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,11.0,8.0,0.5897435897435898,0.4659090909090909,1.0556526806526807
손아섭,77532,2018-06-04,17,78,18,31,1,1,4,46,13,5,0,9,1,0,14,3,0,0,347,7.0,0.3974358974358974,3.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,7.0,12.0,0.5555555555555556,0.39130434782608703,0.9468599033816424
손아섭,77532,2018-06-28,15,63,10,21,7,2,1,35,7,2,1,6,0,0,9,2,0,0,270,9.0,0.3333333333333333,0.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,3.0,2.0,8.0,8.0,0.6056338028169014,0.3461538461538461,0.9517876489707476
손아섭,77532,2018-07-22,16,71,14,21,7,0,5,43,19,3,0,6,0,1,20,1,0,1,336,9.0,0.29577464788732394,2.0,4.0,4.0,3.0,2.0,1.0,3.0,0.0,2.0,1.0,9.0,9.0,0.5238095238095238,0.43478260869565216,0.9585921325051759
손아섭,77532,2018-09-08,12,49,13,15,1,0,4,28,10,2,0,11,0,0,12,1,0,0,279,5.0,0.30612244897959184,2.0,1.0,0.0,4.0,2.0,0.0,3.0,0.0,1.0,0.0,6.0,9.0,0.4166666666666667,0.35714285714285715,0.7738095238095238
손아섭,77532,2019-03-23,15,61,12,15,0,0,1,18,9,3,2,9,0,0,12,1,0,0,288,3.0,0.2459016393442623,3.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,9.0,8.0,0.5316455696202531,0.4090909090909091,0.9407364787111624
손아섭,77532,2019-04-16,19,79,12,27,4,1,3,42,13,1,1,9,0,1,15,0,0,0,338,13.0,0.34177215189873417,0.0,3.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,3.0,12.0,7.0,0.3670886075949367,0.3258426966292135,0.6929313042241503
손아섭,77532,2019-05-10,20,79,13,20,3,0,2,29,12,4,1,8,1,0,12,4,0,1,340,10.0,0.2531645569620253,6.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,6.0,0.0,9.0,12.0,0.34210526315789475,0.38372093023255816,0.7258261933904528
손아섭,77532,2019-06-03,18,76,14,23,3,0,0,26,5,1,1,10,0,0,14,0,0,0,358,7.0,0.3026315789473684,3.0,2.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,9.0,0.3389830508474576,0.359375,0.6983580508474576
손아섭,77532,2019-06-27,15,59,4,18,2,0,0,20,7,2,2,5,0,0,9,0,1,0,251,1.0,0.3050847457627119,0.0,2.0,3.0,3.0,6.0,0.0,2.0,0.0,0.0,3.0,6.0,11.0,0.4807692307692308,0.3859649122807017,0.8667341430499325
손아섭,77532,2019-07-21,13,52,8,18,1,0,2,25,7,1,0,4,0,0,11,1,0,1,235,2.0,0.3461538461538461,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,3.0,7.0,7.0,0.45,0.2790697674418605,0.7290697674418605
손아섭,77532,2019-08-14,12,40,5,9,3,0,2,18,7,0,0,3,0,0,10,0,0,0,174,4.0,0.225,3.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,7.0,5.0,0.4098360655737705,0.3538461538461539,0.7636822194199244
손아섭,77532,2019-09-07,15,61,10,19,6,0,0,25,3,1,1,4,0,0,9,0,0,0,243,7.0,0.3114754098360656,1.0,4.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,9.0,6.0,0.4,0.4,0.8
손아섭,77532,2020-05-05,19,68,16,22,3,0,1,28,9,1,0,17,0,0,7,0,0,2,342,7.0,0.3235294117647059,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,2.0,11.0,9.0,0.5280898876404494,0.42268041237113396,0.9507703000115836
손아섭,77532,2020-05-29,20,89,17,34,10,0,1,47,15,0,0,7,0,0,7,2,1,1,381,12.0,0.3820224719101124,3.0,3.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,15.0,0.4925373134328358,0.4078947368421053,0.9004320502749409
손아섭,77532,2020-06-22,16,67,10,24,6,0,1,33,13,1,0,7,0,1,15,0,0,2,292,9.0,0.3582089552238806,2.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,3.0,11.0,6.0,0.421875,0.3888888888888889,0.8107638888888888
손아섭,77532,2020-07-16,16,64,15,20,4,0,1,27,7,1,0,7,1,0,6,2,0,0,258,5.0,0.3125,1.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,3.0,5.0,11.0,0.5932203389830508,0.42424242424242425,1.0174627632254751
손아섭,77532,2020-08-09,14,59,9,22,4,0,3,35,15,0,0,6,0,1,4,1,0,1,246,10.0,0.3728813559322034,0.0,0.0,0.0,5.0,4.0,2.0,2.0,0.0,1.0,2.0,13.0,4.0,0.4383561643835616,0.36,0.7983561643835616
손아섭,77532,2020-09-02,17,73,8,25,4,0,1,32,8,1,0,2,0,0,5,3,0,0,257,10.0,0.3424657534246575,4.0,3.0,2.0,2.0,0.0,2.0,3.0,0.0,2.0,2.0,12.0,8.0,0.5324675324675324,0.4615384615384616,0.9940059940059941
손아섭,77532,2020-09-26,20,77,18,28,10,0,1,41,10,1,0,13,1,1,7,1,0,0,340,12.0,0.3636363636363637,6.0,2.0,5.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,9.0,11.0,0.5348837209302325,0.3695652173913043,0.9044489383215368
손아섭,77532,2021-04-18,19,80,11,21,1,0,0,22,3,6,0,9,0,1,13,1,0,0,318,2.0,0.2625,3.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,10.0,9.0,0.3278688524590164,0.37681159420289856,0.704680446661915
손아섭,77532,2021-05-12,16,61,5,18,2,0,0,20,8,1,1,8,0,1,6,1,0,0,261,2.0,0.29508196721311475,2.0,0.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,9.0,8.0,0.5753424657534246,0.4878048780487805,1.0631473438022052
손아섭,77532,2021-06-05,18,73,17,31,6,1,1,42,13,0,1,9,0,0,10,1,0,0,307,10.0,0.4246575342465753,0.0,2.0,0.0,0.0,5.0,4.0,3.0,0.0,3.0,0.0,11.0,7.0,0.375,0.4473684210526316,0.8223684210526316
손아섭,77532,2021-06-29,8,32,10,11,1,0,0,12,1,1,0,6,0,0,4,2,1,0,137,3.0,0.34375,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,9.0,0.17647058823529413,0.21052631578947367,0.38699690402476783
손주인,72456,2018-04-24,14,53,4,14,5,0,0,19,3,1,0,1,1,0,5,3,4,0,219,5.0,0.2641509433962264,6.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,13.0,5.0,0.2909090909090909,0.3220338983050847,0.6129429892141756
손주인,72456,2018-05-18,16,55,4,15,1,0,0,16,4,1,0,2,2,0,8,2,1,0,227,4.0,0.2727272727272727,3.0,0.0,3.0,1.0,2.0,0.0,3.0,3.0,0.0,3.0,9.0,9.0,0.2352941176470588,0.2972972972972973,0.5325914149443561
손주인,72456,2018-06-11,11,34,3,8,0,0,0,8,5,0,0,1,2,0,6,3,2,0,146,0.0,0.2352941176470588,0.0,0.0,0.0,4.0,3.0,1.0,0.0,2.0,0.0,2.0,7.0,6.0,0.4833333333333333,0.3076923076923077,0.7910256410256411
손주인,72456,2018-07-05,17,60,8,17,3,0,3,29,10,1,0,2,1,0,7,2,2,2,218,3.0,0.2833333333333333,3.0,4.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,7.0,10.0,0.14285714285714285,0.21212121212121213,0.3549783549783549
송광민,76753,2018-03-24,16,70,15,28,6,0,4,46,25,0,3,0,2,0,13,0,0,1,234,9.0,0.4,0.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,11.0,6.0,0.4084507042253521,0.3164556962025317,0.7249064004278838
송광민,76753,2018-04-17,18,71,11,19,4,0,2,29,8,0,0,5,1,0,15,4,0,2,289,7.0,0.2676056338028169,3.0,2.0,2.0,6.0,3.0,0.0,0.0,3.0,2.0,0.0,6.0,13.0,0.328125,0.3088235294117647,0.6369485294117647
송광민,76753,2018-05-11,15,64,9,18,3,0,0,21,7,1,0,2,1,0,9,2,0,1,219,4.0,0.28125,3.0,0.0,3.0,0.0,3.0,0.0,5.0,1.0,0.0,3.0,11.0,7.0,0.5205479452054794,0.35443037974683544,0.8749783249523149
송광민,76753,2018-06-04,19,73,10,22,4,0,4,38,11,1,0,6,0,0,17,1,0,0,306,4.0,0.3013698630136986,5.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,2.0,3.0,11.0,8.0,0.4482758620689655,0.3,0.7482758620689656
송광민,76753,2018-09-08,19,78,11,17,5,0,4,34,11,0,0,3,0,0,16,4,0,0,320,8.0,0.21794871794871795,4.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,0.2,0.2,0.4
송광민,76753,2019-03-23,17,72,12,19,5,0,3,33,12,1,0,4,0,0,14,3,0,0,240,9.0,0.2638888888888889,3.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,2.0,8.0,11.0,0.4057971014492754,0.3150684931506849,0.7208655945999602
송광민,76753,2019-04-16,18,69,4,20,8,0,0,28,10,1,1,3,0,0,18,2,0,1,271,9.0,0.2898550724637681,0.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,3.0,3.0,10.0,8.0,0.3207547169811321,0.27586206896551724,0.5966167859466494
송광민,76753,2019-05-10,13,53,6,11,0,0,2,17,6,3,0,4,1,0,14,2,0,0,204,6.0,0.2075471698113208,1.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,7.0,8.0,0.20833333333333331,0.25925925925925924,0.4675925925925926
송광민,76753,2019-06-27,17,70,7,21,2,0,1,26,7,1,0,2,0,0,9,1,0,1,227,9.0,0.3,3.0,3.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,10.0,7.0,0.19298245614035087,0.22033898305084745,0.4133214391911984
송광민,76753,2019-07-21,15,57,3,11,0,0,0,11,3,0,1,2,0,0,8,3,1,0,185,7.0,0.19298245614035087,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,3.0,12.0,0.42372881355932196,0.3278688524590164,0.7515976660183383
송광민,76753,2019-08-14,16,59,9,18,4,0,1,25,2,0,0,1,1,0,16,3,1,0,233,6.0,0.3050847457627119,1.0,0.0,1.0,4.0,2.0,0.0,3.0,2.0,1.0,2.0,7.0,9.0,0.34,0.3392857142857143,0.6792857142857143
송광민,76753,2020-05-05,19,67,7,16,5,0,2,27,7,0,0,2,1,0,14,6,0,1,255,11.0,0.2388059701492537,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,9.0,12.0,0.2,0.19230769230769232,0.3923076923076924
송광민,76753,2020-08-09,8,34,5,7,1,0,2,14,7,0,0,3,0,0,5,5,0,1,137,4.0,0.2058823529411765,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,5.0,8.0,0.5609756097560976,0.3636363636363637,0.9246119733924612
송광민,76753,2020-09-02,10,41,6,13,1,0,3,23,14,0,0,2,1,0,10,1,0,0,158,4.0,0.3170731707317073,1.0,3.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,10.0,6.0,0.31666666666666665,0.2769230769230769,0.5935897435897436
송광민,76753,2020-09-26,16,60,10,13,3,0,1,19,7,0,0,4,1,1,17,3,0,0,223,8.0,0.21666666666666667,0.0,3.0,3.0,3.0,5.0,0.0,2.0,3.0,3.0,0.0,11.0,8.0,0.25,0.3157894736842105,0.5657894736842105
송성문,65357,2018-05-04,16,62,7,19,3,0,1,25,11,1,2,3,0,0,18,0,1,0,259,5.0,0.3064516129032258,0.0,3.0,0.0,0.0,2.0,3.0,0.0,3.0,3.0,3.0,12.0,7.0,0.35,0.25,0.6
송성문,65357,2018-08-08,8,31,7,14,6,0,3,29,19,0,2,7,0,0,6,0,0,1,167,3.0,0.4516129032258064,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,5.0,0.38461538461538464,0.41935483870967744,0.8039702233250621
송성문,65357,2019-03-24,14,61,4,12,1,1,0,15,5,1,0,2,0,0,15,0,0,1,241,4.0,0.19672131147540986,0.0,2.0,5.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,7.0,10.0,0.21428571428571427,0.16129032258064516,0.3755760368663594
송성문,65357,2019-05-11,7,31,4,4,0,0,0,4,0,0,0,2,0,0,4,0,0,0,107,2.0,0.12903225806451613,1.0,3.0,3.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,4.0,9.0,0.4166666666666667,0.36,0.7766666666666666
송성문,65357,2019-06-28,16,58,8,21,2,1,2,31,12,1,1,6,0,0,6,2,1,1,259,8.0,0.3620689655172414,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,3.0,9.0,7.0,0.3018867924528302,0.19642857142857145,0.4983153638814016
송성문,65357,2019-07-22,13,53,5,8,4,2,0,16,8,0,0,3,0,0,9,2,0,0,218,4.0,0.1509433962264151,5.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,9.0,6.0,0.39130434782608703,0.32,0.711304347826087
송성문,65357,2019-08-15,12,46,5,12,3,0,1,18,4,0,0,4,0,0,7,1,1,0,212,3.0,0.2608695652173913,0.0,2.0,0.0,0.0,1.0,4.0,3.0,1.0,3.0,0.0,7.0,9.0,0.14285714285714285,0.14285714285714285,0.2857142857142857
송우현,65362,2021-04-18,18,67,5,17,4,1,1,26,14,0,0,7,0,1,11,1,0,1,266,7.0,0.2537313432835821,0.0,0.0,2.0,0.0,4.0,3.0,3.0,0.0,0.0,6.0,8.0,10.0,0.38235294117647056,0.3783783783783784,0.7607313195548491
송우현,65362,2021-05-12,17,68,14,22,4,0,0,26,7,0,0,5,1,0,12,0,0,0,272,8.0,0.3235294117647059,3.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,9.0,9.0,0.43478260869565216,0.37662337662337664,0.8114059853190287
송우현,65362,2021-06-05,18,69,10,21,4,1,1,30,10,1,1,8,0,0,15,1,1,0,289,6.0,0.3043478260869565,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,2.0,3.0,8.0,12.0,0.6129032258064516,0.4864864864864865,1.099389712292938
송준석,64469,2021-04-18,9,32,4,10,2,0,2,18,4,0,0,2,0,0,4,1,0,0,134,4.0,0.3125,1.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0,5.0,0.14285714285714285,0.25,0.3928571428571429
스몰린스키,69901,2019-07-11,14,54,11,16,6,0,1,25,8,1,0,4,4,0,6,1,0,1,224,4.0,0.2962962962962963,0.0,1.0,4.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,6.0,8.0,0.3636363636363637,0.2533333333333333,0.6169696969696971
스몰린스키,69901,2019-08-04,17,66,11,10,3,1,3,24,14,1,0,8,1,0,11,3,0,0,272,4.0,0.15151515151515152,4.0,1.0,2.0,2.0,1.0,2.0,0.0,4.0,1.0,2.0,9.0,9.0,0.5074626865671642,0.28169014084507044,0.7891528274122346
스몰린스키,69901,2019-08-28,18,67,8,17,5,0,4,34,13,1,1,3,0,0,10,2,0,1,280,9.0,0.2537313432835821,1.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,2.0,10.0,8.0,0.3333333333333333,0.2608695652173913,0.5942028985507246
스크럭스,67935,2018-03-24,17,58,13,13,2,0,3,24,8,0,1,15,1,0,17,2,0,2,324,2.0,0.2241379310344828,2.0,0.0,3.0,0.0,2.0,3.0,0.0,3.0,3.0,3.0,11.0,8.0,0.5972222222222222,0.3376623376623377,0.93488455988456
스크럭스,67935,2018-04-17,18,72,10,21,7,0,5,43,16,1,0,3,2,0,19,2,0,0,300,4.0,0.2916666666666667,3.0,3.0,3.0,6.0,2.0,0.0,0.0,0.0,3.0,3.0,11.0,9.0,0.45,0.35294117647058826,0.8029411764705883
스크럭스,67935,2018-05-11,18,60,5,16,2,0,3,27,8,0,0,6,2,0,24,1,0,0,290,3.0,0.26666666666666666,3.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,8.0,11.0,0.4788732394366197,0.3205128205128205,0.7993860599494402
스크럭스,67935,2018-06-04,19,71,11,18,4,0,4,34,17,1,0,6,1,0,22,1,0,0,302,5.0,0.2535211267605634,3.0,2.0,5.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,14.0,5.0,0.4035087719298245,0.3088235294117647,0.7123323013415892
스크럭스,67935,2018-06-28,16,57,7,11,6,0,2,23,8,1,0,6,4,1,17,3,0,1,263,7.0,0.19298245614035087,3.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,11.0,0.5733333333333334,0.3809523809523809,0.9542857142857144
스크럭스,67935,2018-07-22,19,75,12,23,8,0,4,43,19,0,0,8,1,1,16,1,0,0,301,8.0,0.30666666666666664,0.0,0.0,2.0,1.0,0.0,2.0,0.0,3.0,5.0,5.0,8.0,11.0,0.5,0.15,0.65
스크럭스,67935,2018-09-08,19,70,13,20,4,0,3,33,14,0,1,9,1,0,15,0,0,0,280,8.0,0.2857142857142857,0.0,4.0,2.0,3.0,4.0,2.0,0.0,4.0,0.0,2.0,9.0,10.0,0.2777777777777778,0.3,0.5777777777777777
신민재,65207,2019-06-03,6,30,6,5,2,0,0,7,1,3,0,1,1,0,7,0,0,0,143,0.0,0.16666666666666666,0.0,3.0,3.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,8.0,7.0,0.09090909090909093,0.3333333333333333,0.4242424242424242
신본기,62556,2018-03-24,13,49,7,17,6,0,0,23,8,0,0,1,0,0,10,2,0,1,166,4.0,0.3469387755102041,3.0,1.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,2.0,9.0,8.0,0.4861111111111111,0.3333333333333333,0.8194444444444444
신본기,62556,2018-04-17,20,72,12,20,3,0,4,35,18,1,1,3,3,0,11,3,1,0,264,5.0,0.2777777777777778,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,12.0,8.0,0.4,0.4,0.8
신본기,62556,2018-05-11,16,50,6,15,5,0,0,20,6,0,0,7,2,2,14,1,1,1,225,6.0,0.3,3.0,0.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,11.0,8.0,0.4782608695652174,0.37974683544303794,0.8580077050082554
신본기,62556,2018-06-04,19,69,11,21,7,1,1,33,15,0,1,8,1,0,15,1,2,1,330,11.0,0.3043478260869565,3.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,7.0,12.0,0.48,0.3620689655172414,0.8420689655172413
신본기,62556,2018-06-28,16,50,6,14,4,0,2,24,8,0,1,5,2,0,9,2,1,1,220,6.0,0.28,0.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,3.0,2.0,8.0,8.0,0.3888888888888889,0.3934426229508197,0.7823315118397085
신본기,62556,2018-07-22,14,54,6,18,0,0,1,21,8,0,2,5,1,0,10,1,0,1,231,4.0,0.3333333333333333,2.0,4.0,4.0,3.0,2.0,1.0,3.0,0.0,2.0,1.0,9.0,9.0,0.4444444444444444,0.2222222222222222,0.6666666666666666
신본기,62556,2019-03-23,16,56,9,18,3,0,0,21,4,1,0,3,1,0,12,1,0,0,254,5.0,0.32142857142857145,3.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,3.0,3.0,8.0,9.0,0.25,0.3,0.55
신본기,62556,2019-04-16,18,64,7,15,1,0,0,16,6,0,0,5,1,0,11,2,0,0,281,6.0,0.234375,0.0,3.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,3.0,12.0,7.0,0.3050847457627119,0.3181818181818182,0.6232665639445301
신본기,62556,2019-05-10,17,59,9,15,0,0,1,18,6,1,3,3,3,0,11,0,2,1,261,3.0,0.2542372881355932,6.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,6.0,0.0,9.0,10.0,0.2452830188679245,0.3050847457627119,0.5503677646306364
신본기,62556,2019-06-03,16,53,8,12,1,0,0,13,3,0,0,4,2,0,5,0,3,0,232,5.0,0.22641509433962265,3.0,2.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,9.0,0.3157894736842105,0.3488372093023256,0.6646266829865362
